name,role,profession,family,p index,date
ARAD₂-mu,,,,126610,70.1220
ARAD₂-mu,['representative'],,,135075,70.1220
ARAD₂-mu,,,,135075,70.1220
ARAD₂-mu,['representative'],,,128925,70.1227
ARAD₂-mu,['representative'],,,128926,70.1229
ARAD₂-mu,['recipient'],,,218213,70.1229
ARAD₂-mu,['representative'],,,290816,70.1229
ARAD₂-mu,['representative'],,,124106,71.0101
ARAD₂-mu,,,,117435,71.0110
ARAD₂-mu,['representative'],,,211961,71.0113
ARAD₂-mu,['representative'],,,110437,71.0119
ARAD₂-mu,['representative'],,,125537,71.0120
ARAD₂-mu,,,,125475,71.0124
ARAD₂-mu,,,,235947,71.0124
ARAD₂-mu,,,,125584,71.0424
ARAD₂-mu,,,,123935,71.0428
ARAD₂-mu,['representative'],,,126506,71.0509
ARAD₂-mu,['representative'],,,128911,71.0603
ARAD₂-mu,['representative'],,,330542,71.0609
ARAD₂-mu,['representative'],,,124510,71.0618
ARAD₂-mu,['representative'],,,109676,71.0629
ARAD₂-mu,['representative'],,,126771,71.0802
ARAD₂-mu,['representative'],,,142576,71.0803
ARAD₂-mu,,,,142576,71.0803
ARAD₂-mu,['representative'],,,118479,71.0812
ARAD₂-mu,['representative'],,,113175,71.0824
ARAD₂-mu,['representative'],,,115844,71.0829
ARAD₂-mu,['representative'],,,116167,71.0901
ARAD₂-mu,,,,116153,71.0909
ARAD₂-mu,['representative'],,,125474,71.0910
ARAD₂-mu,['representative'],,,124001,71.0911
ARAD₂-mu,['representative'],,,124006,71.0915
ARAD₂-mu,,,,131594,71.1009
ARAD₂-mu,['representative'],,,128590,71.1018
ARAD₂-mu,['representative'],,,122781,71.1019
ARAD₂-mu,,,,124030,71.1030
ARAD₂-mu,,,,128912,71.1102
ARAD₂-mu,['representative'],,,124134,71.1107
ARAD₂-mu,['representative'],,,131851,71.1111
ARAD₂-mu,['representative'],,,107851,71.1113
ARAD₂-mu,['representative'],,,211474,71.1113
ARAD₂-mu,,,,100983,71.1201
ARAD₂-mu,,,,100983,71.1201
ARAD₂-mu,,,,100983,71.1201
ARAD₂-mu,['representative'],,,123786,71.1222
ARAD₂-mu,,,,123832,71.1228
ARAD₂-mu,,,,406852,71.1228
ARAD₂-mu,,,,125606,72.0211
ARAD₂-mu,['representative'],,,124461,72.0216
ARAD₂-mu,['representative'],,,122889,72.0217
ARAD₂-mu,,,,136265,72.0304
ARAD₂-mu,,,,131690,72.0314
ARAD₂-mu,['representative'],,,320562,72.0323
ARAD₂-mu,['representative'],,,122669,72.0325
ARAD₂-mu,['representative'],,,107983,72.0401
ARAD₂-mu,['representative'],,,117408,72.0405
ARAD₂-mu,['representative'],,,135108,72.0406
ARAD₂-mu,,maškim[administrator],,126059,72.0417
ARAD₂-mu,['representative'],,,109702,72.0423
ARAD₂-mu,['representative'],,,116159,72.0426
ARAD₂-mu,['representative'],,,106080,72.0527
ARAD₂-mu,['representative'],,,133929,72.0610
ARAD₂-mu,['intermediary'],kuš[official],,320488,72.0700
ARAD₂-mu,['representative'],,,126532,72.0824
ARAD₂-mu,,,,135153,72.0900
ARAD₂-mu,['representative'],,,144114,72.0913
ARAD₂-mu,['representative'],,,132023,72.0916
ARAD₂-mu,['representative'],,,122735,72.0923
ARAD₂-mu,['representative'],,,126239,72.1007
ARAD₂-mu,['representative'],,,126239,72.1007
ARAD₂-mu,['representative'],,,107861,72.1010
ARAD₂-mu,['representative'],,,129473,72.1010
ARAD₂-mu,['representative'],,,135079,72.1025
ARAD₂-mu,['representative'],,,135109,72.1101
ARAD₂-mu,['representative'],,,103271,72.1103
ARAD₂-mu,,,,124918,72.1111
ARAD₂-mu,,,,106078,72.1125
ARAD₂-mu,,,,102857,72.1218
ARAD₂-mu,['representative'],,,127498,72.1220
ARAD₂-mu,['representative'],,,144267,73.0000
ARAD₂-mu,['representative'],,,100967,73.0104
ARAD₂-mu,,maškim[administrator],,111813,73.0200
ARAD₂-mu,['representative'],,,212015,73.0227
ARAD₂-mu,['representative'],,,114336,73.0309
ARAD₂-mu,['representative'],,,211939,73.0418
ARAD₂-mu,['representative'],,,124245,73.0502
ARAD₂-mu,['representative'],,,124067,73.0511
ARAD₂-mu,['representative'],,,200526,73.0521
ARAD₂-mu,['representative'],,,124188,73.0709
ARAD₂-mu,['representative'],,,128915,73.0801
ARAD₂-mu,['representative'],,,130514,73.0802
ARAD₂-mu,['representative'],,,142961,73.0805
ARAD₂-mu,['representative'],,,135098,73.0810
ARAD₂-mu,['representative'],,,102145,73.0814
ARAD₂-mu,['representative'],,,124920,73.0814
ARAD₂-mu,['representative'],,,110438,73.0816
ARAD₂-mu,['representative'],,,118509,73.0820
ARAD₂-mu,['representative'],,,112231,73.0823
ARAD₂-mu,['representative'],,,124202,73.0825
ARAD₂-mu,['representative'],,,113795,73.0829
ARAD₂-mu,,,,124999,73.0930
ARAD₂-mu,['representative'],,,320511,73.0930
ARAD₂-mu,['representative'],,,109323,73.1000
ARAD₂-mu,['recipient'],,,134717,73.1003
ARAD₂-mu,['representative'],,,124511,73.1200
ARAD₂-mu,,ensik[ruler],,126496,73.1200
ARAD₂-mu,['representative'],,,332368,73.1219
ARAD₂-mu,['recipient'],,,134845,74.0200
ARAD₂-mu,['representative'],,,106210,74.0226
ARAD₂-mu,['representative'],,,125960,74.0229
ARAD₂-mu,['representative'],,,145524,74.0305
ARAD₂-mu,['representative'],,,211706,74.0309
ARAD₂-mu,['representative'],,,135088,74.0314
ARAD₂-mu,['representative'],,,144281,74.0319
ARAD₂-mu,['representative'],,,211960,74.0325
ARAD₂-mu,['representative'],,,104667,74.0326
ARAD₂-mu,['recipient'],,,103145,74.0500
ARAD₂-mu,['recipient'],,,136247,74.0500
ARAD₂-mu,['representative'],,,373972,74.0514
ARAD₂-mu,['representative'],,,201120,74.0525
ARAD₂-mu,['representative'],,,118484,74.0528
ARAD₂-mu,['representative'],,,124283,74.0604
ARAD₂-mu,['representative'],,,103126,74.0609
ARAD₂-mu,['representative'],,,201106,74.0609
ARAD₂-mu,['representative'],,,106209,74.0610
ARAD₂-mu,,sukkalmah[official],,303654,74.0610
ARAD₂-mu,['representative'],,,210424,74.0616
ARAD₂-mu,,ensik[ruler],,104008,74.0700
ARAD₂-mu,['representative'],,,125964,74.0702
ARAD₂-mu,['representative'],,,144275,74.0707
ARAD₂-mu,['representative'],,,103735,74.0715
ARAD₂-mu,['representative'],,,104697,74.0715
ARAD₂-mu,['recipient'],ensik[ruler],,134801,74.0800
ARAD₂-mu,['representative'],sukkal[secretary],,125905,74.0807
ARAD₂-mu,['representative'],,,210416,74.0818
ARAD₂-mu,['representative'],,,108668,74.0821
ARAD₂-mu,['representative'],,,100984,74.0829
ARAD₂-mu,,sukkalmah[official],,104188,74.0900
ARAD₂-mu,['representative'],,,202530,74.0900
ARAD₂-mu,['recipient'],,,103186,74.0902
ARAD₂-mu,['representative'],,,406863,74.0903
ARAD₂-mu,['representative'],,,116174,74.0905
ARAD₂-mu,['representative'],,,294907,74.0912
ARAD₂-mu,['representative'],,,124285,74.0913
ARAD₂-mu,['representative'],,,105979,74.0914
ARAD₂-mu,['representative'],,,105185,74.0916
ARAD₂-mu,['representative'],,,212158,74.0917
ARAD₂-mu,['representative'],,,136257,74.0919
ARAD₂-mu,['representative'],,,201025,74.1002
ARAD₂-mu,['representative'],,,126482,74.1013
ARAD₂-mu,,maškim[administrator],,105186,74.1016
ARAD₂-mu,['representative'],,,131590,74.1017
ARAD₂-mu,['representative'],,,105187,74.1022
ARAD₂-mu,,maškim[administrator],,112334,74.1104
ARAD₂-mu,['representative'],,,124091,74.1106
ARAD₂-mu,,,,303466,74.1109
ARAD₂-mu,,,,103123,74.1119
ARAD₂-mu,,sukkalmah[official],,125770,74.1121
ARAD₂-mu,['representative'],,,248745,74.1128
ARAD₂-mu,,ensik[ruler],,127521,74.1200
ARAD₂-mu,['representative'],,,124287,74.1204
ARAD₂-mu,['representative'],,,102900,74.1207
ARAD₂-mu,['representative'],,,212180,74.1209
ARAD₂-mu,['representative'],,,102460,74.1217
ARAD₂-mu,['representative'],,,136226,74.1229
ARAD₂-mu,['representative'],,,115609,75.0000
ARAD₂-mu,['representative'],,,200532,75.0000
ARAD₂-mu,['representative'],,,200532,75.0000
ARAD₂-mu,['representative'],,,200532,75.0000
ARAD₂-mu,['representative'],,,200532,75.0000
ARAD₂-mu,['representative'],,,200532,75.0000
ARAD₂-mu,['representative'],,,200532,75.0000
ARAD₂-mu,['representative'],,,200532,75.0000
ARAD₂-mu,['representative'],,,200532,75.0000
ARAD₂-mu,['representative'],,,200532,75.0000
ARAD₂-mu,['representative'],,,200532,75.0000
ARAD₂-mu,['representative'],,,200532,75.0000
ARAD₂-mu,['representative'],,,200532,75.0000
ARAD₂-mu,['representative'],,,200532,75.0000
ARAD₂-mu,['representative'],,,200532,75.0000
ARAD₂-mu,['representative'],,,200532,75.0000
ARAD₂-mu,['representative'],,,200532,75.0000
ARAD₂-mu,['representative'],,,106440,75.0008
ARAD₂-mu,['representative'],,,106440,75.0008
ARAD₂-mu,['representative'],,,124495,75.0105
ARAD₂-mu,['representative'],,,131086,75.0114
ARAD₂-mu,['representative'],,,100231,75.0117
ARAD₂-mu,['representative'],,,126754,75.0218
ARAD₂-mu,['representative'],,,103926,75.0225
ARAD₂-mu,['representative'],,,125995,75.0226
ARAD₂-mu,['representative'],,,124152,75.0229
ARAD₂-mu,['representative'],,,126753,75.0302
ARAD₂-mu,['representative'],,,127526,75.0303
ARAD₂-mu,['representative'],,,124496,75.0323
ARAD₂-mu,['representative'],,,135081,75.0323
ARAD₂-mu,['representative'],,,320749,75.0324
ARAD₂-mu,['representative'],,,211326,75.0400
ARAD₂-mu,['representative'],,,128921,75.0407
ARAD₂-mu,['representative'],,,124153,75.0415
ARAD₂-mu,['representative'],,,406795,75.0416
ARAD₂-mu,['representative'],,,211500,75.0423
ARAD₂-mu,['representative'],,,127529,75.0500
ARAD₂-mu,,maškim[administrator],,122861,75.0514
ARAD₂-mu,['representative'],,,124154,75.0515
ARAD₂-mu,['representative'],,,101865,75.0521
ARAD₂-mu,['representative'],,,342048,75.0600
ARAD₂-mu,['representative'],,,124156,75.0608
ARAD₂-mu,['representative'],,,124225,75.0610
ARAD₂-mu,['representative'],,,467669,75.0614
ARAD₂-mu,,maškim[administrator],,124157,75.0622
ARAD₂-mu,['representative'],,,126495,75.0629
ARAD₂-mu,['recipient'],ensik[ruler],,116208,75.0700
ARAD₂-mu,['representative'],,,124158,75.0719
ARAD₂-mu,['representative'],,,127535,75.0800
ARAD₂-mu,['representative'],,,118470,75.0821
ARAD₂-mu,['representative'],,,125436,75.0825
ARAD₂-mu,['representative'],,,102195,75.0923
ARAD₂-mu,['representative'],,,113463,75.1007
ARAD₂-mu,['representative'],,,126756,75.1010
ARAD₂-mu,['representative'],,,124159,75.1011
ARAD₂-mu,['representative'],,,135112,75.1024
ARAD₂-mu,['representative'],,,467618,75.1100
ARAD₂-mu,['representative'],,,124305,75.1103
ARAD₂-mu,['representative'],,,131989,75.1104
ARAD₂-mu,['representative'],,,107912,75.1106
ARAD₂-mu,['representative'],,,128924,75.1107
ARAD₂-mu,['representative'],,,135978,75.1107
ARAD₂-mu,['representative'],,,210369,75.1108
ARAD₂-mu,['representative'],,,104315,75.1115
ARAD₂-mu,['representative'],,,109768,75.1116
ARAD₂-mu,['representative'],,,106188,75.1117
ARAD₂-mu,['representative'],,,117324,75.1119
ARAD₂-mu,['representative'],,,107914,75.1123
ARAD₂-mu,['representative'],,,125587,75.1125
ARAD₂-mu,['representative'],,,125587,75.1125
ARAD₂-mu,,ensik[ruler],,134169,75.1202
ARAD₂-mu,['representative'],,,107916,75.1208
ARAD₂-mu,['representative'],,,114340,75.1208
ARAD₂-mu,['representative'],,,144358,75.1208
ARAD₂-mu,['representative'],,,134173,75.1210
ARAD₂-mu,['representative'],,,104767,75.1215
ARAD₂-mu,,,,123842,75.1219
ARAD₂-mu,['representative'],,,124161,75.1220
ARAD₂-mu,,maškim[administrator],,116898,76.0020
ARAD₂-mu,['representative'],,,125660,76.0113
ARAD₂-mu,['representative'],,,125907,76.0121
ARAD₂-mu,['representative'],,,106023,76.0124
ARAD₂-mu,['representative'],,,114341,76.0124
ARAD₂-mu,['representative'],,,136304,76.0125
ARAD₂-mu,['representative'],,,106022,76.0218
ARAD₂-mu,['representative'],,,124561,76.0300
ARAD₂-mu,['representative'],,,131031,76.0309
ARAD₂-mu,['representative'],,,144403,76.0400
ARAD₂-mu,['representative'],,,104507,76.0401
ARAD₂-mu,['representative'],,,104650,76.0404
ARAD₂-mu,['representative'],,,201452,76.0410
ARAD₂-mu,['representative'],,,104319,76.0411
ARAD₂-mu,,sukkal[secretary],,125983,76.0418
ARAD₂-mu,['representative'],,,104609,76.0419
ARAD₂-mu,['representative'],,,128188,76.0507
ARAD₂-mu,['representative'],,,234964,76.0508
ARAD₂-mu,['representative'],,,135113,76.0600
ARAD₂-mu,,,,303414,76.0601
ARAD₂-mu,['representative'],,,125616,76.0611
ARAD₂-mu,['representative'],,,332516,76.0615
ARAD₂-mu,['representative'],,,105197,76.0621
ARAD₂-mu,['representative'],,,129380,76.0626
ARAD₂-mu,['representative'],,,125714,76.0630
ARAD₂-mu,,,,127828,76.0703
ARAD₂-mu,['representative'],,,142127,76.0718
ARAD₂-mu,['representative'],,,126376,76.0805
ARAD₂-mu,['representative'],,,126356,76.0816
ARAD₂-mu,['representative'],,,125896,76.0901
ARAD₂-mu,['representative'],,,125880,76.0906
ARAD₂-mu,['representative'],,,125892,76.0915
ARAD₂-mu,['representative'],,,125859,76.0923
ARAD₂-mu,,maškim[administrator],,126357,76.0926
ARAD₂-mu,['representative'],,,211711,76.0928
ARAD₂-mu,,,,433587,76.1000
ARAD₂-mu,['representative'],,,130031,76.1020
ARAD₂-mu,['representative'],,,212186,76.1103
ARAD₂-mu,['representative'],,,332110,76.1112
ARAD₂-mu,['representative'],,,122181,76.1208
ARAD₂-mu,['representative'],,,390802,76.1208
ARAD₂-mu,['representative'],,,126454,76.1210
ARAD₂-mu,['representative'],,,211363,76.1217
ARAD₂-mu,,sukkalmah[official],,127545,76.1229
ARAD₂-mu,['representative'],,,320557,76.1229
ARAD₂-mu,['representative'],,,122785,77.0311
ARAD₂-mu,['representative'],,,122812,77.0406
ARAD₂-mu,['representative'],,,101397,77.0508
ARAD₂-mu,['representative'],,,126393,77.0519
ARAD₂-mu,['representative'],,,212199,77.0627
ARAD₂-mu,['representative'],,,106027,77.0630
ARAD₂-mu,['representative'],,,109772,77.0809
ARAD₂-mu,['representative'],,,122864,77.0809
ARAD₂-mu,['representative'],,,211948,77.0815
ARAD₂-mu,['representative'],,,135114,77.0907
ARAD₂-mu,['representative'],,,107929,77.0916
ARAD₂-mu,,maškim[administrator],,126264,77.0917
ARAD₂-mu,['representative'],,,106249,77.0919
ARAD₂-mu,['representative'],,,106358,77.0920
ARAD₂-mu,['representative'],,,106366,77.0923
ARAD₂-mu,,,,126706,77.1105
ARAD₂-mu,['representative'],,,104839,77.1124
ARAD₂-mu,['representative'],,,390938,77.1207
ARAD₂-mu,['representative'],,,125903,78.0125
ARAD₂-mu,['representative'],,,128928,78.0201
ARAD₂-mu,,maškim[administrator],,124615,78.0204
ARAD₂-mu,['representative'],,,107932,78.0227
ARAD₂-mu,['representative'],,,200528,78.0306
ARAD₂-mu,['representative'],,,124562,78.0412
ARAD₂-mu,['representative'],,,129479,78.0418
ARAD₂-mu,['representative'],,,144601,78.0508
ARAD₂-mu,['representative'],,,126487,78.0517
ARAD₂-mu,['representative'],,,211501,78.0528
ARAD₂-mu,['representative'],sukkalmah[official],,131638,78.0600
ARAD₂-mu,['representative'],,,144683,78.0600
ARAD₂-mu,['representative'],,,106368,78.0612
ARAD₂-mu,['representative'],,,126566,78.0616
ARAD₂-mu,['representative'],,,106369,78.0627
ARAD₂-mu,,,,103293,78.0707
ARAD₂-mu,['representative'],,,107938,78.0818
ARAD₂-mu,['representative'],,,103972,78.1001
ARAD₂-mu,['representative'],,,127551,78.1021
ARAD₂-mu,,,,235549,78.1023
ARAD₂-mu,['representative'],,,108662,78.1106
ARAD₂-mu,['representative'],,,303413,78.1119
ARAD₂-mu,['representative'],,,406841,78.1209
ARAD₂-mu,,ensik[ruler],,106047,79.0100
ARAD₂-mu,,ensik[ruler],,130887,79.0100
ARAD₂-mu,['representative'],,,106463,79.0118
ARAD₂-mu,['representative'],,,406829,79.0122
ARAD₂-mu,['representative'],,,128623,79.0506
ARAD₂-mu,,,,332381,79.0821
ARAD₂-mu,['representative'],,,406803,79.0821
ARAD₂-mu,['representative'],,,431421,79.0822
ARAD₂-mu,['representative'],,,100985,79.0902
ARAD₂-mu,,,,125012,79.0917
ARAD₂-mu,['representative'],,,332559,79.0924
ARAD₂-mu,,,,130309,79.1029
ARAD₂-mu,,,,104436,79.1107
ARAD₂-mu,['representative'],,,104325,79.1121
ARAD₂-mu,['representative'],,,405455,80.0116
ARAD₂-mu,['representative'],,,405455,80.0116
ARAD₂-mu,['representative'],,,212259,80.0117
ARAD₂-mu,['representative'],,,105203,80.0212
ARAD₂-mu,['representative'],,,210566,80.0216
ARAD₂-mu,['representative'],,,105204,80.0218
ARAD₂-mu,['representative'],,,144767,80.0218
ARAD₂-mu,['representative'],,,105205,80.0308
ARAD₂-mu,['representative'],,,105206,80.0406
ARAD₂-mu,['representative'],,,107948,80.0420
ARAD₂-mu,,,,143144,80.0503
ARAD₂-mu,['representative'],,,105208,80.0508
ARAD₂-mu,['representative'],,,105209,80.0521
ARAD₂-mu,['representative'],,,211956,80.0608
ARAD₂-mu,['representative'],,,114346,80.0701
ARAD₂-mu,['representative'],,,211737,80.0701
ARAD₂-mu,,,,112092,80.0715
ARAD₂-mu,['recipient'],ensik[ruler],,201366,80.0800
ARAD₂-mu,['representative'],,,433568,80.1000
ARAD₂-mu,['representative'],,,406807,80.1013
ARAD₂-mu,['representative'],,,453093,80.1119
ARAD₂-mu,,,,141930,80.1205
ARAD₂-mu,['recipient'],ensik[ruler],,113017,81.0100
ARAD₂-mu,['representative'],,,126178,81.0125
ARAD₂-mu,,,,116241,81.0402
ARAD₂-mu,['representative'],,,101761,81.0424
ARAD₂-mu,['representative'],,,135127,81.0620
ARAD₂-mu,['representative'],,,126507,81.0704
ARAD₂-mu,['representative'],,,100986,81.0914
ARAD₂-mu,['representative'],,,332560,81.1224
ARAD₂-mu,['representative'],,,129487,81.1227
ARAD₂-mu,['representative'],,,142803,81.1229
ARAD₂-mu,,ensik[ruler],,124672,82.0000
ARAD₂-mu,['representative'],,,127561,82.0223
ARAD₂-mu,['representative'],,,142412,82.0325
ARAD₂-mu,['representative'],,,104601,82.0407
ARAD₂-mu,['representative'],,,210636,82.0622
ARAD₂-mu,['representative'],,,124346,82.0714
ARAD₂-mu,['representative'],,,124867,82.0809
ARAD₂-mu,['representative'],,,104057,82.0810
ARAD₂-mu,,,,107439,82.0813
ARAD₂-mu,['representative'],,,125961,82.0813
ARAD₂-mu,['representative'],,,102354,82.0826
ARAD₂-mu,['recipient'],,,142437,82.0900
ARAD₂-mu,['representative'],,,102021,82.0909
ARAD₂-mu,,,,118573,82.0921
ARAD₂-mu,['representative'],,,125581,83.0223
ARAD₂-mu,['representative'],,,212036,83.0226
ARAD₂-mu,['representative'],,,135567,83.0300
ARAD₂-mu,['representative'],,,135125,83.0622
ARAD₂-mu,['representative'],,,320512,84.0000
ARAD₂-mu,,maškim[administrator],,320512,84.0000
ARAD₂-mu,['representative'],,,104694,84.0021
ARAD₂-mu,['representative'],,,130754,84.0106
ARAD₂-mu,['representative'],,,101877,84.0901
ARAD₂-mu,['representative'],,,125651,84.0901
ARAD₂-mu,['representative'],,,145844,84.0916
ARAD₂-mu,['representative'],,,124570,84.0922
ARAD₂-mu,,,,332040,84.1000
ARAD₂-mu,['representative'],,,101403,84.1001
ARAD₂-mu,['representative'],,,101403,84.1001
ARAD₂-mu,,,,102014,84.1115
ARAD₂-mu,['representative'],,,117167,84.1203
ARAD₂-mu,['representative'],,,125686,84.1210
ARAD₂-mu,['representative'],,,125686,84.1210
ARAD₂-mu,['representative'],,,107970,84.1214
ARAD₂-mu,['representative'],,,211368,84.1218
ARAD₂-mu,['representative'],,,105213,84.1224
ARAD₂-mu,['representative'],,,111802,84.1225
ARAD₂-mu,['representative'],,,201102,84.1226
ARAD₂-mu,['representative'],,,145148,85.0109
ARAD₂-mu,['representative'],,,112569,85.0300
ARAD₂-mu,['representative'],,,112569,85.0300
ARAD₂-mu,,maškim[administrator],,112569,85.0300
ARAD₂-mu,['representative'],,,112569,85.0300
ARAD₂-mu,['representative'],,,112569,85.0300
ARAD₂-mu,['representative'],,,112569,85.0300
ARAD₂-mu,['representative'],,,111899,85.0325
ARAD₂-mu,['representative'],,,111899,85.0325
ARAD₂-mu,['representative'],,,126547,85.0403
ARAD₂-mu,['representative'],,,124678,85.0521
ARAD₂-mu,['representative'],,,108666,85.0701
ARAD₂-mu,['representative'],,,108666,85.0701
ARAD₂-mu,['representative'],,,108666,85.0701
ARAD₂-mu,['representative'],,,108666,85.0701
ARAD₂-mu,['representative'],,,108666,85.0701
